fecha,provincia,homicidios,muertes_violentas,femicidios,robos,extorsiones,secuestros,anio,mes,trimestre
2022-06-01,Chimborazo,9,10,1,69,3,1,2022,6,2
2022-06-01,El Oro,25,41,1,148,5,0,2022,6,2
2022-06-01,Esmeraldas,37,58,0,227,13,0,2022,6,2
2022-06-01,Guayas,54,59,3,220,13,1,2022,6,2
2022-06-01,Imbabura,8,11,0,65,7,0,2022,6,2
2022-06-01,Loja,8,15,1,62,3,0,2022,6,2
2022-06-01,Los Ríos,37,50,2,180,4,0,2022,6,2
2022-06-01,Manabí,28,45,2,154,5,1,2022,6,2
2022-06-01,Morona Santiago,11,17,0,62,2,0,2022,6,2
2022-06-01,Napo,5,10,1,63,5,1,2022,6,2
2022-06-01,Pastaza,13,16,0,67,3,0,2022,6,2
2022-06-01,Pichincha,15,33,1,96,3,0,2022,6,2
2022-06-01,Tungurahua,14,17,0,62,2,1,2022,6,2
2022-06-01,Zamora Chinchipe,10,8,0,52,0,0,2022,6,2
2022-06-01,Galápagos,18,13,1,53,2,0,2022,6,2
2022-06-01,Sucumbíos,12,16,0,65,1,0,2022,6,2
2022-06-01,Orellana,12,19,0,56,5,0,2022,6,2
2022-06-01,Santo Domingo de los Tsáchilas,33,31,2,171,5,3,2022,6,2
2022-06-01,Santa Elena,26,49,0,174,8,0,2022,6,2
2022-07-01,Azuay,13,15,0,61,1,0,2022,7,3
2022-07-01,Bolívar,12,11,1,67,3,0,2022,7,3
2022-07-01,Cañar,19,12,1,54,5,0,2022,7,3
2022-07-01,Carchi,14,19,2,61,1,1,2022,7,3
2022-07-01,Cotopaxi,7,17,2,70,1,0,2022,7,3
2022-07-01,Chimborazo,11,17,0,59,4,2,2022,7,3
2022-07-01,El Oro,26,28,0,141,5,0,2022,7,3
2022-07-01,Esmeraldas,40,65,3,206,13,3,2022,7,3
2022-07-01,Guayas,44,53,2,208,13,3,2022,7,3
2022-07-01,Imbabura,12,19,0,63,6,1,2022,7,3
2022-07-01,Loja,13,9,1,58,2,0,2022,7,3
2022-07-01,Los Ríos,35,57,2,173,8,1,2022,7,3
2022-07-01,Manabí,35,46,0,163,7,1,2022,7,3
2022-07-01,Morona Santiago,16,13,0,59,2,0,2022,7,3
2022-07-01,Napo,10,16,1,62,6,1,2022,7,3
2022-07-01,Pastaza,13,13,1,55,2,0,2022,7,3
2022-07-01,Pichincha,22,16,0,94,3,0,2022,7,3
2022-07-01,Tungurahua,16,19,0,57,3,2,2022,7,3
2022-07-01,Zamora Chinchipe,14,17,0,60,2,0,2022,7,3
2022-07-01,Galápagos,15,17,0,47,3,1,2022,7,3
2022-07-01,Sucumbíos,12,14,0,72,2,0,2022,7,3
2022-07-01,Orellana,12,15,1,60,9,0,2022,7,3
2022-07-01,Santo Domingo de los Tsáchilas,36,46,3,173,3,1,2022,7,3
2022-07-01,Santa Elena,32,35,5,147,2,1,2022,7,3
2022-08-01,Azuay,8,19,2,60,2,0,2022,8,3
2022-08-01,Bolívar,13,12,1,60,4,0,2022,8,3
2022-08-01,Cañar,15,14,0,61,1,0,2022,8,3
2022-08-01,Carchi,9,12,1,54,5,2,2022,8,3
2022-08-01,Cotopaxi,13,20,0,66,2,1,2022,8,3
2022-08-01,Chimborazo,8,13,0,52,6,2,2022,8,3
2022-08-01,El Oro,23,35,0,125,5,0,2022,8,3
2022-08-01,Esmeraldas,43,49,0,242,5,2,2022,8,3
2022-08-01,Guayas,35,56,3,199,10,0,2022,8,3
2022-08-01,Imbabura,9,17,1,61,2,2,2022,8,3
2022-08-01,Loja,13,15,0,67,1,0,2022,8,3
2022-08-01,Los Ríos,26,41,2,205,8,0,2022,8,3
2022-08-01,Manabí,24,34,1,158,7,0,2022,8,3
2022-08-01,Morona Santiago,12,9,0,45,6,0,2022,8,3
2022-08-01,Napo,7,16,0,56,4,0,2022,8,3
2022-08-01,Pastaza,16,9,1,66,1,2,2022,8,3
2022-08-01,Pichincha,20,10,0,90,6,1,2022,8,3
2022-08-01,Tungurahua,8,13,2,47,1,0,2022,8,3
2022-08-01,Zamora Chinchipe,8,20,0,61,0,0,2022,8,3
2022-08-01,Galápagos,13,14,2,64,2,1,2022,8,3
2022-08-01,Sucumbíos,12,15,1,58,4,0,2022,8,3
2022-08-01,Orellana,8,13,2,67,2,0,2022,8,3
2022-08-01,Santo Domingo de los Tsáchilas,27,40,3,160,10,1,2022,8,3
2022-08-01,Santa Elena,32,43,4,127,10,1,2022,8,3
2022-09-01,Azuay,4,21,0,47,5,0,2022,9,3
2022-09-01,Bolívar,7,19,1,55,2,1,2022,9,3
2022-09-01,Cañar,11,12,1,50,3,1,2022,9,3
2022-09-01,Carchi,9,13,0,66,2,0,2022,9,3
2022-09-01,Cotopaxi,10,14,0,62,4,0,2022,9,3
2022-09-01,Chimborazo,8,18,1,53,2,0,2022,9,3
2022-09-01,El Oro,33,29,2,137,6,0,2022,9,3
2022-09-01,Esmeraldas,39,49,3,205,21,0,2022,9,3
2022-09-01,Guayas,39,49,2,208,10,1,2022,9,3
2022-09-01,Imbabura,10,15,0,65,5,0,2022,9,3
2022-09-01,Loja,10,16,0,49,2,0,2022,9,3
2022-09-01,Los Ríos,35,31,0,190,7,3,2022,9,3
2022-09-01,Manabí,31,49,1,148,7,1,2022,9,3
2022-09-01,Morona Santiago,7,16,0,57,1,1,2022,9,3
2022-09-01,Napo,12,8,1,45,3,0,2022,9,3
2022-09-01,Pastaza,11,18,0,71,6,0,2022,9,3
2022-09-01,Pichincha,17,29,3,99,3,0,2022,9,3
2022-09-01,Tungurahua,7,16,1,63,4,1,2022,9,3
2022-09-01,Zamora Chinchipe,10,9,1,61,3,0,2022,9,3
2022-09-01,Galápagos,12,15,0,64,5,2,2022,9,3
2022-09-01,Sucumbíos,9,16,0,46,2,2,2022,9,3
2022-09-01,Orellana,13,13,1,57,5,1,2022,9,3
2022-09-01,Santo Domingo de los Tsáchilas,28,45,0,141,8,1,2022,9,3
2022-09-01,Santa Elena,30,40,1,144,6,1,2022,9,3
2022-10-01,Azuay,12,14,2,59,3,0,2022,10,4
2022-10-01,Bolívar,8,19,0,50,2,0,2022,10,4
2022-10-01,Cañar,8,13,1,58,3,1,2022,10,4
2022-10-01,Carchi,9,15,1,64,3,0,2022,10,4
2022-10-01,Cotopaxi,9,20,0,66,6,0,2022,10,4
2022-10-01,Chimborazo,8,12,1,48,5,0,2022,10,4
2022-10-01,El Oro,29,37,0,121,7,2,2022,10,4
2022-10-01,Esmeraldas,47,49,6,219,14,2,2022,10,4
2022-10-01,Guayas,40,49,5,154,9,2,2022,10,4
2022-10-01,Imbabura,8,12,0,57,2,0,2022,10,4
2022-10-01,Loja,12,13,1,50,0,1,2022,10,4
2022-10-01,Los Ríos,37,40,5,177,3,1,2022,10,4
2022-10-01,Manabí,30,34,1,122,10,0,2022,10,4
2022-10-01,Morona Santiago,9,13,0,50,1,0,2022,10,4
2022-10-01,Napo,11,17,0,52,6,0,2022,10,4
2022-10-01,Pastaza,15,17,0,54,3,1,2022,10,4
2022-10-01,Pichincha,21,21,1,78,8,1,2022,10,4
2022-10-01,Tungurahua,9,12,0,50,2,0,2022,10,4
2022-10-01,Zamora Chinchipe,8,8,1,57,3,0,2022,10,4
2022-10-01,Galápagos,6,10,0,62,2,1,2022,10,4
2022-10-01,Sucumbíos,12,13,0,54,8,0,2022,10,4
2022-10-01,Orellana,17,15,0,54,5,0,2022,10,4
2022-10-01,Santo Domingo de los Tsáchilas,26,34,1,164,5,1,2022,10,4
2022-10-01,Santa Elena,30,51,1,153,7,2,2022,10,4
2022-11-01,Azuay,13,17,2,52,4,0,2022,11,4
2022-11-01,Bolívar,3,16,2,52,2,0,2022,11,4
2022-11-01,Cañar,12,18,0,49,2,0,2022,11,4
2022-11-01,Carchi,6,18,1,57,4,0,2022,11,4
2022-11-01,Cotopaxi,13,15,2,45,3,0,2022,11,4
2022-11-01,Chimborazo,14,17,0,61,5,1,2022,11,4
2022-11-01,El Oro,16,30,2,130,6,0,2022,11,4
2022-11-01,Esmeraldas,47,62,4,247,11,1,2022,11,4
2022-11-01,Guayas,41,61,1,224,11,0,2022,11,4
2022-11-01,Imbabura,9,11,0,53,3,0,2022,11,4
2022-11-01,Loja,14,11,0,67,6,0,2022,11,4
2022-11-01,Los Ríos,25,52,0,179,3,0,2022,11,4
2022-11-01,Manabí,24,31,2,142,10,2,2022,11,4
2022-11-01,Morona Santiago,8,13,1,51,2,1,2022,11,4
2022-11-01,Napo,12,11,1,54,4,0,2022,11,4
2022-11-01,Pastaza,13,13,1,48,3,0,2022,11,4
2022-11-01,Pichincha,18,29,1,88,9,0,2022,11,4
2022-11-01,Tungurahua,5,13,0,63,3,0,2022,11,4
2022-11-01,Zamora Chinchipe,13,14,0,64,5,0,2022,11,4
2022-11-01,Galápagos,8,8,1,61,2,0,2022,11,4
2022-11-01,Sucumbíos,9,12,2,48,4,1,2022,11,4
2022-11-01,Orellana,10,15,0,65,5,0,2022,11,4
2022-11-01,Santo Domingo de los Tsáchilas,26,43,3,162,11,0,2022,11,4
2022-11-01,Santa Elena,21,49,0,164,6,1,2022,11,4
2022-12-01,Azuay,13,22,1,54,3,0,2022,12,4
2022-12-01,Bolívar,9,14,0,59,1,0,2022,12,4
2022-12-01,Cañar,18,6,0,62,3,0,2022,12,4
2022-12-01,Carchi,14,19,0,60,4,0,2022,12,4
2022-12-01,Cotopaxi,21,21,0,71,0,0,2022,12,4
2022-12-01,Chimborazo,6,11,0,54,3,0,2022,12,4
2022-12-01,El Oro,31,24,2,129,9,1,2022,12,4
2022-12-01,Esmeraldas,57,64,1,217,14,1,2022,12,4
2022-12-01,Guayas,40,43,2,223,9,1,2022,12,4
2022-12-01,Imbabura,13,11,1,59,7,0,2022,12,4
2022-12-01,Loja,16,19,0,54,4,0,2022,12,4
2022-12-01,Los Ríos,44,49,0,176,11,0,2022,12,4
2022-12-01,Manabí,25,34,2,152,10,1,2022,12,4
2022-12-01,Morona Santiago,10,21,3,62,1,1,2022,12,4
2022-12-01,Napo,16,15,0,72,2,0,2022,12,4
2022-12-01,Pastaza,7,8,5,61,2,1,2022,12,4
2022-12-01,Pichincha,16,29,2,71,3,1,2022,12,4
2022-12-01,Tungurahua,11,20,0,70,1,1,2022,12,4
2022-12-01,Zamora Chinchipe,12,22,0,59,7,0,2022,12,4
2022-12-01,Galápagos,12,15,2,46,4,0,2022,12,4
2022-12-01,Sucumbíos,11,11,1,62,3,0,2022,12,4
2022-12-01,Orellana,11,14,1,83,2,0,2022,12,4
2022-12-01,Santo Domingo de los Tsáchilas,33,44,6,179,7,2,2022,12,4
2022-12-01,Santa Elena,42,41,1,171,10,2,2022,12,4
2023-01-01,Azuay,10,18,0,64,0,0,2023,1,1
2023-01-01,Bolívar,9,16,0,74,5,0,2023,1,1
2023-01-01,Cañar,13,15,0,63,4,0,2023,1,1
2023-01-01,Carchi,14,27,1,54,5,0,2023,1,1
2023-01-01,Cotopaxi,8,19,0,59,3,1,2023,1,1
2023-01-01,Chimborazo,11,16,0,67,2,0,2023,1,1
2023-01-01,El Oro,27,37,1,162,6,0,2023,1,1
2023-01-01,Esmeraldas,34,61,7,276,20,2,2023,1,1
2023-01-01,Guayas,65,50,6,220,13,0,2023,1,1
2023-01-01,Imbabura,17,17,0,61,7,0,2023,1,1
2023-01-01,Loja,16,13,0,54,3,1,2023,1,1
2023-01-01,Los Ríos,47,37,1,193,7,1,2023,1,1
2023-01-01,Manabí,26,49,2,158,11,2,2023,1,1
2023-01-01,Morona Santiago,8,11,0,69,5,0,2023,1,1
2023-01-01,Napo,10,14,1,59,4,1,2023,1,1
2023-01-01,Pastaza,10,20,2,71,3,0,2023,1,1
2023-01-01,Pichincha,9,26,2,116,7,0,2023,1,1
2023-01-01,Tungurahua,7,28,0,67,2,0,2023,1,1
2023-01-01,Zamora Chinchipe,6,14,1,70,6,1,2023,1,1
2023-01-01,Galápagos,17,11,0,72,3,0,2023,1,1
2023-01-01,Sucumbíos,14,23,0,59,6,0,2023,1,1
2023-01-01,Orellana,9,16,0,69,0,0,2023,1,1
2023-01-01,Santo Domingo de los Tsáchilas,41,40,1,187,4,1,2023,1,1
2023-01-01,Santa Elena,30,43,0,194,14,1,2023,1,1
2023-02-01,Azuay,17,13,1,61,5,0,2023,2,1
2023-02-01,Bolívar,11,18,0,60,2,0,2023,2,1
2023-02-01,Cañar,12,13,1,69,1,0,2023,2,1
2023-02-01,Carchi,16,17,0,57,2,0,2023,2,1
2023-02-01,Cotopaxi,17,15,1,86,2,0,2023,2,1
2023-02-01,Chimborazo,6,16,2,63,3,0,2023,2,1
2023-02-01,El Oro,28,38,1,159,9,1,2023,2,1
2023-02-01,Esmeraldas,52,57,3,239,11,0,2023,2,1
2023-02-01,Guayas,43,58,4,240,10,2,2023,2,1
2023-02-01,Imbabura,14,13,1,59,6,0,2023,2,1
2023-02-01,Loja,14,28,1,60,6,0,2023,2,1
2023-02-01,Los Ríos,37,34,0,210,7,1,2023,2,1
2023-02-01,Manabí,33,55,3,171,17,0,2023,2,1
2023-02-01,Morona Santiago,14,18,1,64,1,2,2023,2,1
2023-02-01,Napo,12,10,0,67,6,2,2023,2,1
2023-02-01,Pastaza,19,22,0,70,1,0,2023,2,1
2023-02-01,Pichincha,18,21,2,127,5,0,2023,2,1
2023-02-01,Tungurahua,15,19,1,78,2,1,2023,2,1
2023-02-01,Zamora Chinchipe,13,16,1,57,1,0,2023,2,1
2023-02-01,Galápagos,8,20,0,60,2,0,2023,2,1
2023-02-01,Sucumbíos,11,14,0,64,3,1,2023,2,1
2023-02-01,Orellana,12,18,0,67,3,0,2023,2,1
2023-02-01,Santo Domingo de los Tsáchilas,33,40,2,157,9,0,2023,2,1
2023-02-01,Santa Elena,29,50,2,193,11,1,2023,2,1
2023-03-01,Azuay,15,18,2,59,1,0,2023,3,1
2023-03-01,Bolívar,17,24,1,60,10,0,2023,3,1
2023-03-01,Cañar,10,11,0,79,1,1,2023,3,1
2023-03-01,Carchi,10,14,1,61,8,0,2023,3,1
2023-03-01,Cotopaxi,9,16,1,54,1,0,2023,3,1
2023-03-01,Chimborazo,10,11,0,74,1,0,2023,3,1
2023-03-01,El Oro,34,31,1,157,6,1,2023,3,1
2023-03-01,Esmeraldas,38,71,4,277,13,1,2023,3,1
2023-03-01,Guayas,39,62,0,219,15,3,2023,3,1
2023-03-01,Imbabura,8,18,1,60,6,2,2023,3,1
2023-03-01,Loja,14,6,1,76,1,0,2023,3,1
2023-03-01,Los Ríos,38,44,2,217,14,2,2023,3,1
2023-03-01,Manabí,35,43,1,186,10,0,2023,3,1
2023-03-01,Morona Santiago,11,14,0,50,4,0,2023,3,1
2023-03-01,Napo,16,20,1,73,2,0,2023,3,1
2023-03-01,Pastaza,12,17,2,67,3,0,2023,3,1
2023-03-01,Pichincha,19,31,1,83,2,0,2023,3,1
2023-03-01,Tungurahua,19,10,0,58,3,0,2023,3,1
2023-03-01,Zamora Chinchipe,13,21,0,69,2,0,2023,3,1
2023-03-01,Galápagos,13,10,2,85,5,0,2023,3,1
2023-03-01,Sucumbíos,13,14,0,71,5,0,2023,3,1
2023-03-01,Orellana,12,14,0,55,4,2,2023,3,1
2023-03-01,Santo Domingo de los Tsáchilas,38,44,3,162,6,1,2023,3,1
2023-03-01,Santa Elena,35,60,3,191,9,0,2023,3,1
2023-04-01,Azuay,15,18,1,61,3,0,2023,4,2
2023-04-01,Bolívar,9,14,2,70,2,0,2023,4,2
2023-04-01,Cañar,8,19,0,70,4,0,2023,4,2
2023-04-01,Carchi,12,15,0,58,7,3,2023,4,2
2023-04-01,Cotopaxi,15,13,1,68,5,0,2023,4,2
2023-04-01,Chimborazo,11,17,1,64,2,0,2023,4,2
2023-04-01,El Oro,35,41,4,141,2,1,2023,4,2
2023-04-01,Esmeraldas,50,62,2,270,13,1,2023,4,2
2023-04-01,Guayas,40,67,1,213,8,1,2023,4,2
2023-04-01,Imbabura,7,18,1,68,3,0,2023,4,2
2023-04-01,Loja,6,22,1,66,2,0,2023,4,2
2023-04-01,Los Ríos,42,54,4,209,10,0,2023,4,2
2023-04-01,Manabí,33,38,2,186,7,1,2023,4,2
2023-04-01,Morona Santiago,18,25,0,66,4,0,2023,4,2
2023-04-01,Napo,12,15,0,60,2,1,2023,4,2
2023-04-01,Pastaza,17,9,0,66,3,1,2023,4,2
2023-04-01,Pichincha,18,35,0,120,6,0,2023,4,2
2023-04-01,Tungurahua,12,13,0,66,1,0,2023,4,2
2023-04-01,Zamora Chinchipe,17,9,1,61,3,0,2023,4,2
2023-04-01,Galápagos,14,17,0,71,3,0,2023,4,2
2023-04-01,Sucumbíos,8,15,1,68,2,1,2023,4,2
2023-04-01,Orellana,12,9,1,67,4,0,2023,4,2
2023-04-01,Santo Domingo de los Tsáchilas,47,51,2,189,13,1,2023,4,2
2023-04-01,Santa Elena,44,63,2,193,4,0,2023,4,2
2023-05-01,Azuay,12,14,2,62,3,0,2023,5,2
2023-05-01,Bolívar,7,14,0,67,1,0,2023,5,2
2023-05-01,Cañar,8,16,2,79,5,0,2023,5,2
2023-05-01,Carchi,14,19,1,60,1,0,2023,5,2
2023-05-01,Cotopaxi,16,16,0,61,6,0,2023,5,2
2023-05-01,Chimborazo,14,16,1,65,4,0,2023,5,2
2023-05-01,El Oro,23,26,2,146,11,0,2023,5,2
2023-05-01,Esmeraldas,62,67,1,239,7,1,2023,5,2
2023-05-01,Guayas,37,53,4,233,9,2,2023,5,2
2023-05-01,Imbabura,13,11,0,63,5,0,2023,5,2
2023-05-01,Loja,12,16,0,57,3,0,2023,5,2
2023-05-01,Los Ríos,43,44,2,208,10,0,2023,5,2
2023-05-01,Manabí,35,43,3,167,4,0,2023,5,2
2023-05-01,Morona Santiago,11,17,0,50,1,1,2023,5,2
2023-05-01,Napo,19,15,1,79,4,0,2023,5,2
2023-05-01,Pastaza,9,14,2,65,2,0,2023,5,2
2023-05-01,Pichincha,18,23,3,105,4,3,2023,5,2
2023-05-01,Tungurahua,8,21,0,65,4,0,2023,5,2
2023-05-01,Zamora Chinchipe,11,18,2,67,3,1,2023,5,2
2023-05-01,Galápagos,14,15,0,66,7,1,2023,5,2
2023-05-01,Sucumbíos,3,14,0,63,2,0,2023,5,2
2023-05-01,Orellana,13,14,0,72,0,2,2023,5,2
2023-05-01,Santo Domingo de los Tsáchilas,31,38,2,186,9,2,2023,5,2
2023-05-01,Santa Elena,33,35,1,172,9,1,2023,5,2
2023-06-01,Azuay,13,19,1,82,3,0,2023,6,2
2023-06-01,Bolívar,15,13,1,64,3,0,2023,6,2
2023-06-01,Cañar,16,12,0,65,2,0,2023,6,2
2023-06-01,Carchi,13,17,0,65,3,0,2023,6,2
2023-06-01,Cotopaxi,17,16,0,73,2,0,2023,6,2
2023-06-01,Chimborazo,14,19,0,57,3,1,2023,6,2
2023-06-01,El Oro,29,32,0,132,8,0,2023,6,2
2023-06-01,Esmeraldas,35,74,4,264,5,2,2023,6,2
2023-06-01,Guayas,46,68,3,219,9,0,2023,6,2
2023-06-01,Imbabura,7,16,0,54,4,0,2023,6,2
2023-06-01,Loja,11,9,0,65,5,1,2023,6,2
2023-06-01,Los Ríos,45,49,1,173,9,2,2023,6,2
2023-06-01,Manabí,25,39,0,150,8,0,2023,6,2
2023-06-01,Morona Santiago,8,16,2,69,3,0,2023,6,2
2023-06-01,Napo,10,9,0,59,2,1,2023,6,2
2023-06-01,Pastaza,8,10,0,51,4,0,2023,6,2
2023-06-01,Pichincha,20,26,0,112,6,1,2023,6,2
2023-06-01,Tungurahua,18,19,2,54,4,0,2023,6,2
2023-06-01,Zamora Chinchipe,17,14,1,65,0,1,2023,6,2
2023-06-01,Galápagos,13,18,0,79,3,0,2023,6,2
2023-06-01,Sucumbíos,16,14,0,58,3,0,2023,6,2
2023-06-01,Orellana,12,15,1,64,5,0,2023,6,2
2023-06-01,Santo Domingo de los Tsáchilas,24,43,2,172,8,0,2023,6,2
2023-06-01,Santa Elena,38,48,3,176,8,1,2023,6,2
2023-07-01,Azuay,10,19,0,71,1,0,2023,7,3
2023-07-01,Bolívar,14,24,0,64,5,0,2023,7,3
2023-07-01,Cañar,5,17,0,49,4,1,2023,7,3
2023-07-01,Carchi,15,10,0,68,4,0,2023,7,3
2023-07-01,Cotopaxi,12,11,2,60,2,0,2023,7,3
2023-07-01,Chimborazo,6,14,1,56,4,0,2023,7,3
2023-07-01,El Oro,20,41,3,134,5,1,2023,7,3
2023-07-01,Esmeraldas,49,70,1,265,14,3,2023,7,3
2023-07-01,Guayas,36,67,3,222,9,1,2023,7,3
2023-07-01,Imbabura,10,17,1,52,3,0,2023,7,3
2023-07-01,Loja,10,10,1,59,2,0,2023,7,3
2023-07-01,Los Ríos,28,41,4,164,6,0,2023,7,3
2023-07-01,Manabí,31,40,1,153,5,0,2023,7,3
2023-07-01,Morona Santiago,11,23,1,47,3,0,2023,7,3
2023-07-01,Napo,17,20,0,67,5,0,2023,7,3
2023-07-01,Pastaza,18,11,1,56,1,0,2023,7,3
2023-07-01,Pichincha,19,22,0,73,4,0,2023,7,3
2023-07-01,Tungurahua,10,8,0,62,3,0,2023,7,3
2023-07-01,Zamora Chinchipe,11,16,0,57,3,0,2023,7,3
2023-07-01,Galápagos,6,14,0,51,1,1,2023,7,3
2023-07-01,Sucumbíos,11,17,0,54,1,0,2023,7,3
2023-07-01,Orellana,8,14,1,60,3,0,2023,7,3
2023-07-01,Santo Domingo de los Tsáchilas,26,35,4,145,12,2,2023,7,3
2023-07-01,Santa Elena,29,48,1,169,9,2,2023,7,3
2023-08-01,Azuay,15,20,1,60,2,1,2023,8,3
2023-08-01,Bolívar,8,15,2,61,2,0,2023,8,3
2023-08-01,Cañar,14,8,0,57,5,0,2023,8,3
2023-08-01,Carchi,10,20,1,65,4,0,2023,8,3
2023-08-01,Cotopaxi,5,14,1,51,0,0,2023,8,3
2023-08-01,Chimborazo,12,12,2,61,2,0,2023,8,3
2023-08-01,El Oro,31,30,0,121,6,1,2023,8,3
2023-08-01,Esmeraldas,41,69,1,258,12,1,2023,8,3
2023-08-01,Guayas,52,41,1,202,13,0,2023,8,3
2023-08-01,Imbabura,8,18,0,56,3,1,2023,8,3
2023-08-01,Loja,8,15,0,52,2,2,2023,8,3
2023-08-01,Los Ríos,38,39,3,178,10,0,2023,8,3
2023-08-01,Manabí,20,43,1,138,8,0,2023,8,3
2023-08-01,Morona Santiago,12,15,2,53,4,1,2023,8,3
2023-08-01,Napo,6,16,0,48,1,1,2023,8,3
2023-08-01,Pastaza,8,12,1,54,4,0,2023,8,3
2023-08-01,Pichincha,11,24,1,89,3,1,2023,8,3
2023-08-01,Tungurahua,9,13,0,57,1,0,2023,8,3
2023-08-01,Zamora Chinchipe,9,12,0,63,3,0,2023,8,3
2023-08-01,Galápagos,12,9,2,55,4,0,2023,8,3
2023-08-01,Sucumbíos,17,12,2,58,5,0,2023,8,3
2023-08-01,Orellana,9,17,1,56,5,0,2023,8,3
2023-08-01,Santo Domingo de los Tsáchilas,34,49,3,147,10,0,2023,8,3
2023-08-01,Santa Elena,31,52,5,167,6,1,2023,8,3
2023-09-01,Azuay,11,11,0,54,2,0,2023,9,3
2023-09-01,Bolívar,8,16,3,53,4,0,2023,9,3
2023-09-01,Cañar,8,16,0,67,4,1,2023,9,3
2023-09-01,Carchi,12,13,2,47,4,0,2023,9,3
2023-09-01,Cotopaxi,9,15,1,54,2,1,2023,9,3
2023-09-01,Chimborazo,7,8,0,55,2,0,2023,9,3
2023-09-01,El Oro,23,29,3,129,8,1,2023,9,3
2023-09-01,Esmeraldas,42,58,6,235,14,3,2023,9,3
2023-09-01,Guayas,28,51,2,208,13,1,2023,9,3
2023-09-01,Imbabura,9,10,0,60,4,0,2023,9,3
2023-09-01,Loja,15,13,0,62,2,0,2023,9,3
2023-09-01,Los Ríos,27,49,0,181,11,1,2023,9,3
2023-09-01,Manabí,29,31,0,158,7,1,2023,9,3
2023-09-01,Morona Santiago,6,13,1,48,3,1,2023,9,3
2023-09-01,Napo,13,12,0,52,2,1,2023,9,3
2023-09-01,Pastaza,9,17,0,65,1,1,2023,9,3
2023-09-01,Pichincha,13,27,1,92,4,0,2023,9,3
2023-09-01,Tungurahua,12,15,0,56,2,0,2023,9,3
2023-09-01,Zamora Chinchipe,9,17,0,55,5,1,2023,9,3
2023-09-01,Galápagos,12,18,0,64,2,0,2023,9,3
2023-09-01,Sucumbíos,11,13,0,61,0,0,2023,9,3
2023-09-01,Orellana,2,18,1,51,2,0,2023,9,3
2023-09-01,Santo Domingo de los Tsáchilas,19,29,2,143,8,0,2023,9,3
2023-09-01,Santa Elena,25,46,3,156,3,0,2023,9,3
2023-10-01,Azuay,15,17,0,57,1,1,2023,10,4
2023-10-01,Bolívar,16,14,3,49,6,1,2023,10,4
2023-10-01,Cañar,13,12,2,66,2,0,2023,10,4
2023-10-01,Carchi,10,12,0,61,1,0,2023,10,4
2023-10-01,Cotopaxi,12,13,1,49,4,0,2023,10,4
2023-10-01,Chimborazo,9,16,1,65,3,0,2023,10,4
2023-10-01,El Oro,31,33,0,141,9,1,2023,10,4
2023-10-01,Esmeraldas,30,51,4,232,10,3,2023,10,4
2023-10-01,Guayas,31,57,4,218,14,0,2023,10,4
2023-10-01,Imbabura,12,13,0,56,7,0,2023,10,4
2023-10-01,Loja,11,18,2,55,4,0,2023,10,4
2023-10-01,Los Ríos,33,44,2,171,9,1,2023,10,4
2023-10-01,Manabí,26,31,2,145,4,2,2023,10,4
2023-10-01,Morona Santiago,12,7,0,64,5,0,2023,10,4
2023-10-01,Napo,12,5,0,44,2,0,2023,10,4
2023-10-01,Pastaza,6,13,0,57,0,1,2023,10,4
2023-10-01,Pichincha,28,16,1,95,3,0,2023,10,4
2023-10-01,Tungurahua,12,13,1,54,3,0,2023,10,4
2023-10-01,Zamora Chinchipe,4,13,0,64,2,1,2023,10,4
2023-10-01,Galápagos,5,17,1,62,1,0,2023,10,4
2023-10-01,Sucumbíos,18,17,0,48,3,1,2023,10,4
2023-10-01,Orellana,7,12,0,57,2,0,2023,10,4
2023-10-01,Santo Domingo de los Tsáchilas,24,43,3,155,8,1,2023,10,4
2023-10-01,Santa Elena,35,44,0,133,10,0,2023,10,4
2023-11-01,Azuay,5,19,1,59,1,0,2023,11,4
2023-11-01,Bolívar,12,12,3,57,5,0,2023,11,4
2023-11-01,Cañar,12,16,1,66,4,0,2023,11,4
2023-11-01,Carchi,9,15,1,66,2,0,2023,11,4
2023-11-01,Cotopaxi,4,19,2,64,3,0,2023,11,4
2023-11-01,Chimborazo,6,19,0,66,3,0,2023,11,4
2023-11-01,El Oro,22,36,0,141,5,1,2023,11,4
2023-11-01,Esmeraldas,38,67,0,229,15,2,2023,11,4
2023-11-01,Guayas,42,63,1,226,9,1,2023,11,4
2023-11-01,Imbabura,6,19,0,55,0,0,2023,11,4
2023-11-01,Loja,9,9,0,70,3,0,2023,11,4
2023-11-01,Los Ríos,34,40,3,212,8,1,2023,11,4
2023-11-01,Manabí,32,33,0,160,7,0,2023,11,4
2023-11-01,Morona Santiago,8,16,1,38,4,0,2023,11,4
2023-11-01,Napo,14,22,2,72,3,0,2023,11,4
2023-11-01,Pastaza,11,14,0,53,2,0,2023,11,4
2023-11-01,Pichincha,14,26,1,87,2,0,2023,11,4
2023-11-01,Tungurahua,13,8,1,57,0,0,2023,11,4
2023-11-01,Zamora Chinchipe,7,24,0,65,4,1,2023,11,4
2023-11-01,Galápagos,6,13,0,65,1,0,2023,11,4
2023-11-01,Sucumbíos,4,13,1,54,1,0,2023,11,4
2023-11-01,Orellana,12,12,0,63,3,0,2023,11,4
2023-11-01,Santo Domingo de los Tsáchilas,29,39,0,161,5,2,2023,11,4
